,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,cost,price,profit,quantity,sales
3601,3603,CA-2015-159835,2015-11-17,2015-11-24,standard class,RB-19330,Randy Bradley,consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10004997,furniture,chairs,Hon Every-Day Series Multi-Task Chairs,39.31,26.94,-12.37,22,592.6109125
3602,3604,CA-2018-112956,2018-08-21,2018-08-27,standard class,TH-21550,Tracy Hopkins,home office,United States,Columbia,Maryland,21044,East,OFF-PA-10000357,office supplies,paper,Xerox 1888,21.7,337.64,315.93,15,5064.597179
3603,3605,CA-2018-112956,2018-08-21,2018-08-27,standard class,TH-21550,Tracy Hopkins,home office,United States,Columbia,Maryland,21044,East,FUR-FU-10003976,furniture,furnishings,"Dax Executive Solid Wood Document Frame, Desktop Or Hang, Mahogany, 5 X 7",876.16,239.99,-636.16,23,5519.884667
3604,3606,CA-2018-112956,2018-08-21,2018-08-27,standard class,TH-21550,Tracy Hopkins,home office,United States,Columbia,Maryland,21044,East,FUR-FU-10004960,furniture,furnishings,"Seth Thomas 12"" Clock W/ Goldtone Case",334.65,822.02,487.37,8,6576.12768
3605,3607,CA-2017-119683,2017-03-12,2017-03-16,second class,CK-12595,Clytie Kelty,consumer,United States,New York City,New York,10024,East,OFF-EN-10001099,office supplies,envelopes,Staple Envelope,295.65,368.41,72.76,15,5526.173522
3606,3608,CA-2015-163559,2015-09-23,2015-09-28,second class,ST-20530,Shui Tom,consumer,United States,New York City,New York,10035,East,OFF-BI-10002026,office supplies,binders,Avery Arch Ring Binders,548.92,312.89,-236.03,12,3754.668416
3607,3609,CA-2015-140228,2015-04-28,2015-05-03,standard class,GB-14530,George Bell,corporate,United States,Newark,Ohio,43055,East,OFF-LA-10001613,office supplies,labels,Avery File Folder Labels,141.92,333.16,191.25,13,4331.139916
3608,3610,CA-2015-140228,2015-04-28,2015-05-03,standard class,GB-14530,George Bell,corporate,United States,Newark,Ohio,43055,East,OFF-ST-10002214,office supplies,storage,X-Rack File For Hanging Folders,98.5,582.83,484.33,4,2331.332564
3609,3611,CA-2015-140228,2015-04-28,2015-05-03,standard class,GB-14530,George Bell,corporate,United States,Newark,Ohio,43055,East,OFF-ST-10001128,office supplies,storage,"Carina Mini System Audio Rack, Model Ar050B",303.56,46.37,-257.2,5,231.8317016
3610,3612,US-2017-131674,2017-11-29,2017-12-01,second class,NC-18535,Nick Crebassa,corporate,United States,Dallas,Texas,75217,Central,TEC-AC-10004864,technology,accessories,Memorex Micro Travel Drive 32 Gb,880.9,318.64,-562.26,4,1274.561935
3611,3613,CA-2016-110093,2016-12-03,2016-12-08,standard class,AB-10255,Alejandro Ballentine,home office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000174,office supplies,paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",219.88,51.71,-168.17,1,51.70942014
3612,3614,CA-2016-110093,2016-12-03,2016-12-08,standard class,AB-10255,Alejandro Ballentine,home office,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10000171,technology,accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 25/Pack",136.06,916.09,780.03,5,4580.474805
3613,3615,CA-2018-112529,2018-11-19,2018-11-21,first class,SC-20770,Stewart Carmichael,corporate,United States,San Antonio,Texas,78207,Central,FUR-TA-10002622,furniture,tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",3.18,129.31,126.13,9,1163.811157
3614,3616,CA-2018-112529,2018-11-19,2018-11-21,first class,SC-20770,Stewart Carmichael,corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10001915,office supplies,art,Peel-Off China Markers,786.98,179.46,-607.52,10,1794.63691
3615,3617,CA-2017-154536,2017-09-05,2017-09-09,standard class,JC-15340,Jasper Cacioppo,consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004410,office supplies,binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 X 5-1/8, 10/Pack",88.73,831.64,742.91,10,8316.403088
3616,3618,CA-2018-141929,2018-09-04,2018-09-08,standard class,RA-19285,Ralph Arnett,consumer,United States,Los Angeles,California,90004,West,OFF-BI-10004632,office supplies,binders,Ibico Hi-Tech Manual Binding System,740.25,978.46,238.21,10,9784.648841
3617,3619,CA-2018-141929,2018-09-04,2018-09-08,standard class,RA-19285,Ralph Arnett,consumer,United States,Los Angeles,California,90004,West,TEC-PH-10002185,technology,phones,Qvs Usb Car Charger 2-Port 2.1Amp For Ipod/Iphone/Ipad/Ipad 2/Ipad 3,774.71,835.19,60.48,6,5011.133925
3618,3620,CA-2018-141929,2018-09-04,2018-09-08,standard class,RA-19285,Ralph Arnett,consumer,United States,Los Angeles,California,90004,West,OFF-ST-10002974,office supplies,storage,"Trav-L-File Heavy-Duty Shuttle Ii, Black",397.34,82.7,-314.63,15,1240.538423
3619,3621,CA-2017-109743,2017-09-22,2017-09-29,standard class,SH-19975,Sally Hughsby,corporate,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003727,office supplies,art,Berol Giant Pencil Sharpener,985.03,346.9,-638.12,12,4162.853142
3620,3622,CA-2017-109743,2017-09-22,2017-09-29,standard class,SH-19975,Sally Hughsby,corporate,United States,Smyrna,Tennessee,37167,South,TEC-PH-10004071,technology,phones,Payanywhere Card Reader,549.08,395.8,-153.28,15,5936.972981
3621,3623,CA-2015-159184,2015-09-14,2015-09-19,standard class,JC-15775,John Castell,consumer,United States,Macon,Georgia,31204,South,FUR-FU-10002878,furniture,furnishings,"Seth Thomas 14"" Day/Date Wall Clock",168.6,257.98,89.38,3,773.9331268
3622,3624,CA-2015-159184,2015-09-14,2015-09-19,standard class,JC-15775,John Castell,consumer,United States,Macon,Georgia,31204,South,OFF-BI-10001890,office supplies,binders,Avery Poly Binder Pockets,154.33,442.37,288.04,6,2654.203629
3623,3625,CA-2018-113530,2018-05-19,2018-05-21,second class,BC-11125,Becky Castell,home office,United States,San Francisco,California,94109,West,FUR-CH-10002647,furniture,chairs,"Situations Contoured Folding Chairs, 4/Set",356.04,803.46,447.41,3,2410.375841
3624,3626,CA-2018-113530,2018-05-19,2018-05-21,second class,BC-11125,Becky Castell,home office,United States,San Francisco,California,94109,West,OFF-AR-10001315,office supplies,art,Newell 310,841.85,961.75,119.9,25,24043.86987
3625,3627,CA-2018-113530,2018-05-19,2018-05-21,second class,BC-11125,Becky Castell,home office,United States,San Francisco,California,94109,West,OFF-AR-10000122,office supplies,art,Newell 314,344.67,321.36,-23.31,19,6105.777646
3626,3628,CA-2018-113530,2018-05-19,2018-05-21,second class,BC-11125,Becky Castell,home office,United States,San Francisco,California,94109,West,TEC-AC-10001465,technology,accessories,Sandisk Cruzer 64 Gb Usb Flash Drive,551.69,987.47,435.78,4,3949.876212
3627,3629,CA-2015-169726,2015-08-09,2015-08-13,standard class,JH-15985,Joseph Holt,consumer,United States,Seattle,Washington,98103,West,OFF-BI-10004600,office supplies,binders,Ibico Ibimaster 300 Manual Binding System,98.1,372.59,274.49,13,4843.657119
3628,3630,CA-2018-155957,2018-11-26,2018-11-30,standard class,CC-12610,Corey Catlett,corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10002082,office supplies,appliances,Holmes Hepa Air Purifier,318.3,341.47,23.17,1,341.4726335
3629,3631,CA-2018-155957,2018-11-26,2018-11-30,standard class,CC-12610,Corey Catlett,corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10004708,office supplies,appliances,Fellowes Superior 10 Outlet Split Surge Protector,527.72,464.1,-63.62,20,9282.042231
3630,3632,CA-2018-132178,2018-05-03,2018-05-08,second class,DB-12970,Darren Budd,corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000464,office supplies,storage,"Multi-Use Personal File Cart And Caster Set, Three Stacking Bins",1.46,73.9,72.44,24,1773.599065
3631,3633,CA-2018-132178,2018-05-03,2018-05-08,second class,DB-12970,Darren Budd,corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000025,office supplies,storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,543.93,572.07,28.14,14,8009.042973
3632,3634,CA-2017-145177,2017-11-10,2017-11-14,standard class,PP-18955,Paul Prost,home office,United States,Springfield,Ohio,45503,East,OFF-LA-10001613,office supplies,labels,Avery File Folder Labels,653.36,644.78,-8.58,10,6447.830298
3633,3635,CA-2017-145177,2017-11-10,2017-11-14,standard class,PP-18955,Paul Prost,home office,United States,Springfield,Ohio,45503,East,TEC-PH-10000376,technology,phones,Square Credit Card Reader,16.45,545.81,529.36,12,6549.711636
3634,3636,CA-2017-145177,2017-11-10,2017-11-14,standard class,PP-18955,Paul Prost,home office,United States,Springfield,Ohio,45503,East,OFF-PA-10004039,office supplies,paper,Xerox 1882,846.26,827.37,-18.89,25,20684.23013
3635,3637,CA-2017-145177,2017-11-10,2017-11-14,standard class,PP-18955,Paul Prost,home office,United States,Springfield,Ohio,45503,East,OFF-PA-10001776,office supplies,paper,"Wirebound Message Books, Four 2 3/4"" X 5"" Forms Per Page, 600 Sets Per Book",566.86,28.88,-537.98,5,144.4024533
3636,3638,CA-2017-145177,2017-11-10,2017-11-14,standard class,PP-18955,Paul Prost,home office,United States,Springfield,Ohio,45503,East,OFF-AP-10002457,office supplies,appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",24.33,175.63,151.3,1,175.6263171
3637,3639,CA-2017-145177,2017-11-10,2017-11-14,standard class,PP-18955,Paul Prost,home office,United States,Springfield,Ohio,45503,East,FUR-FU-10000758,furniture,furnishings,Dax Natural Wood-Tone Poster Frame,958.22,583.48,-374.74,4,2333.911136
3638,3640,CA-2017-145177,2017-11-10,2017-11-14,standard class,PP-18955,Paul Prost,home office,United States,Springfield,Ohio,45503,East,OFF-PA-10000682,office supplies,paper,Xerox 1924,735.92,101.25,-634.67,22,2227.439033
3639,3641,CA-2017-145177,2017-11-10,2017-11-14,standard class,PP-18955,Paul Prost,home office,United States,Springfield,Ohio,45503,East,TEC-AC-10002550,technology,accessories,"Memorex 25Gb 6X Branded Blu-Ray Recordable Disc, 30/Pack",529.16,903.4,374.24,22,19874.85494
3640,3642,CA-2017-145177,2017-11-10,2017-11-14,standard class,PP-18955,Paul Prost,home office,United States,Springfield,Ohio,45503,East,OFF-BI-10002082,office supplies,binders,Gbc Twin Loop Wire Binding Elements,755.45,236.74,-518.71,18,4261.345947
3641,3643,CA-2015-156594,2015-12-20,2015-12-23,second class,MC-17845,Michael Chen,consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004632,office supplies,binders,Ibico Hi-Tech Manual Binding System,388.25,484.95,96.7,11,5334.441626
3642,3644,CA-2015-156594,2015-12-20,2015-12-23,second class,MC-17845,Michael Chen,consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001725,office supplies,art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,391.96,13.71,-378.25,14,191.9757447
3643,3645,CA-2015-156594,2015-12-20,2015-12-23,second class,MC-17845,Michael Chen,consumer,United States,Los Angeles,California,90008,West,OFF-AR-10004269,office supplies,art,Newell 31,336.95,900.15,563.2,19,17102.80754
3644,3646,CA-2015-156594,2015-12-20,2015-12-23,second class,MC-17845,Michael Chen,consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003007,office supplies,binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" X 11""",543.73,449.12,-94.61,22,9880.587945
3645,3647,CA-2015-146528,2015-07-25,2015-07-27,second class,VF-21715,Vicky Freymann,home office,United States,Los Angeles,California,90045,West,OFF-PA-10002195,office supplies,paper,Xerox 1966,327.39,788.22,460.82,1,788.2159639
3646,3648,CA-2015-146528,2015-07-25,2015-07-27,second class,VF-21715,Vicky Freymann,home office,United States,Los Angeles,California,90045,West,OFF-SU-10002522,office supplies,supplies,Acme Kleen Earth Office Shears,475.97,2.78,-473.19,21,58.41520113
3647,3649,CA-2016-168459,2016-11-22,2016-11-27,standard class,MC-17275,Marc Crier,consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10003712,office supplies,binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Light Blue",103.83,518.73,414.89,13,6743.470258
3648,3650,CA-2016-168459,2016-11-22,2016-11-27,standard class,MC-17275,Marc Crier,consumer,United States,Memphis,Tennessee,38109,South,OFF-FA-10004854,office supplies,fasteners,"Vinyl Coated Wire Paper Clips In Organizer Box, 800/Box",558.61,18.08,-540.53,6,108.4584209
3649,3651,CA-2018-109960,2018-12-09,2018-12-11,second class,DB-13210,Dean Braden,consumer,United States,Detroit,Michigan,48234,Central,TEC-AC-10004859,technology,accessories,"Maxell Pro 80 Minute Cd-R, 10/Pack",504.03,193.36,-310.67,12,2320.285842
3650,3652,CA-2018-109960,2018-12-09,2018-12-11,second class,DB-13210,Dean Braden,consumer,United States,Detroit,Michigan,48234,Central,OFF-AR-10001860,office supplies,art,Bic Liqua Brite Liner,720.18,178.42,-541.76,4,713.6672519
3651,3653,CA-2018-109960,2018-12-09,2018-12-11,second class,DB-13210,Dean Braden,consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001636,office supplies,binders,Ibico Plastic And Wire Spiral Binding Combs,230.1,427.38,197.29,20,8547.644687
3652,3654,CA-2018-109960,2018-12-09,2018-12-11,second class,DB-13210,Dean Braden,consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10000349,office supplies,paper,Easy-Staple Paper,385.68,542.91,157.23,2,1085.818859
3653,3655,CA-2018-133004,2018-08-31,2018-09-05,standard class,AJ-10945,Ashley Jarboe,consumer,United States,Lawrence,Indiana,46226,Central,OFF-AP-10002439,office supplies,appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,94.42,539.81,445.39,18,9716.589377
3654,3656,CA-2018-168102,2018-04-24,2018-04-30,standard class,CP-12340,Christine Phan,corporate,United States,Jacksonville,Florida,32216,South,OFF-ST-10001370,office supplies,storage,Sensible Storage Wiretech Storage Systems,269.7,79.78,-189.92,11,877.5640913
3655,3657,CA-2018-158036,2018-09-08,2018-09-14,standard class,DB-13555,Dorothy Badders,corporate,United States,Dublin,Ohio,43017,East,TEC-AC-10002558,technology,accessories,Imation Swivel Flash Drive Usb Flash Drive - 8 Gb,273.06,591.6,318.54,1,591.5996635
3656,3658,CA-2016-128083,2016-03-12,2016-03-17,standard class,EB-13750,Edward Becker,corporate,United States,Plantation,Florida,33317,South,OFF-EN-10004030,office supplies,envelopes,Convenience Packs Of Business Envelopes,932.67,504.01,-428.66,7,3528.076306
3657,3659,CA-2016-128083,2016-03-12,2016-03-17,standard class,EB-13750,Edward Becker,corporate,United States,Plantation,Florida,33317,South,FUR-FU-10003194,furniture,furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",386.15,72.54,-313.61,25,1813.452807
3658,3660,CA-2016-128083,2016-03-12,2016-03-17,standard class,EB-13750,Edward Becker,corporate,United States,Plantation,Florida,33317,South,FUR-FU-10001731,furniture,furnishings,Acrylic Self-Standing Desk Frames,776.13,402.82,-373.31,3,1208.450676
3659,3661,CA-2017-161676,2017-07-18,2017-07-23,standard class,JP-15460,Jennifer Patt,corporate,United States,Glendale,Arizona,85301,West,OFF-SU-10004782,office supplies,supplies,"Elite 5"" Scissors",835.37,660.51,-174.86,13,8586.611404
3660,3662,CA-2017-155005,2017-06-13,2017-06-15,second class,SC-20050,Sample Company A,home office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003484,technology,phones,Ooma Telo Voip Home Phone System,23.51,586.46,562.95,12,7037.528304
3661,3663,US-2018-129777,2018-07-03,2018-07-09,standard class,FM-14290,Frank Merwin,home office,United States,Quincy,Massachusetts,2169,East,TEC-AC-10003590,technology,accessories,"Trendnet 56K Usb 2.0 Phone, Internet And Fax Modem",713.07,467.25,-245.82,6,2803.510219
3662,3664,US-2018-129777,2018-07-03,2018-07-09,standard class,FM-14290,Frank Merwin,home office,United States,Quincy,Massachusetts,2169,East,OFF-PA-10001970,office supplies,paper,Xerox 1881,500.67,216.69,-283.98,23,4983.918557
3663,3665,CA-2015-129364,2015-12-08,2015-12-13,standard class,TB-21250,Tim Brockman,consumer,United States,Salem,Oregon,97301,West,OFF-LA-10001569,office supplies,labels,Avery 499,658.19,361.76,-296.43,14,5064.60643
3664,3666,CA-2015-129364,2015-12-08,2015-12-13,standard class,TB-21250,Tim Brockman,consumer,United States,Salem,Oregon,97301,West,OFF-BI-10001132,office supplies,binders,"Acco Presstex Data Binder With Storage Hooks, Dark Blue, 9 1/2"" X 11""",971.43,146.4,-825.04,3,439.1893216
3665,3667,CA-2015-129364,2015-12-08,2015-12-13,standard class,TB-21250,Tim Brockman,consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003095,technology,phones,Samsung Hm1900 Bluetooth Headset,228.5,292.48,63.98,18,5264.639134
3666,3668,CA-2015-129364,2015-12-08,2015-12-13,standard class,TB-21250,Tim Brockman,consumer,United States,Salem,Oregon,97301,West,OFF-SU-10000432,office supplies,supplies,Acco Side-Punched Conventional Columnar Pads,919.23,840.02,-79.21,19,15960.35268
3667,3669,CA-2015-129364,2015-12-08,2015-12-13,standard class,TB-21250,Tim Brockman,consumer,United States,Salem,Oregon,97301,West,TEC-AC-10004227,technology,accessories,Sandisk Ultra 16 Gb Microsdhc Class 10 Memory Card,675.51,186.12,-489.39,22,4094.61223
3668,3670,CA-2015-129364,2015-12-08,2015-12-13,standard class,TB-21250,Tim Brockman,consumer,United States,Salem,Oregon,97301,West,OFF-LA-10004409,office supplies,labels,Avery 492,206.14,861.69,655.55,25,21542.1734
3669,3671,CA-2015-129364,2015-12-08,2015-12-13,standard class,TB-21250,Tim Brockman,consumer,United States,Salem,Oregon,97301,West,OFF-PA-10001569,office supplies,paper,Xerox 232,169.6,601.42,431.82,3,1804.255632
3670,3672,CA-2015-129364,2015-12-08,2015-12-13,standard class,TB-21250,Tim Brockman,consumer,United States,Salem,Oregon,97301,West,OFF-ST-10001031,office supplies,storage,Adjustable Personal File Tote,270.29,975.3,705.01,1,975.298394
3671,3673,CA-2017-104969,2017-04-08,2017-04-14,standard class,EH-14125,Eugene Hildebrand,home office,United States,Troy,Ohio,45373,East,OFF-EN-10002312,office supplies,envelopes,#10 Self-Seal White Envelopes,60.56,65.66,5.1,5,328.3096943
3672,3674,CA-2017-104969,2017-04-08,2017-04-14,standard class,EH-14125,Eugene Hildebrand,home office,United States,Troy,Ohio,45373,East,OFF-BI-10004224,office supplies,binders,Catalog Binders With Expanding Posts,932.56,93.17,-839.39,10,931.7452068
